image_id,iou,vis_success,cer,wer,exact_match,fuzzy_score,text_success,overall_success
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/1.jpg,0.9428150026381146,1,0.38461538461538464,0.5,0,81,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/2.jpeg,0.9492944289412182,1,0.4166666666666667,0.5,0,74,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/3.jpg,0.8412943897972036,1,0.2777777777777778,0.3333333333333333,0,84,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/4.jpg,0.15040995804528035,0,0.8214285714285714,0.8333333333333334,0,30,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/5.jpg,0.9299009646496719,1,0.9333333333333333,1.0,0,12,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/6.jpg,0.7273893436196569,1,0.2647058823529412,0.4,0,76,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/7.jpg,0.0,0,0.0,0.0,0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/8.jpg,0.9726820171541881,1,0.0,0.0,1,100,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/9.jpg,0.3326219122657581,0,0.6944444444444444,0.8333333333333334,0,61,1,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/10.jpg,0.18403799752731914,0,0.47368421052631576,0.3333333333333333,0,67,1,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/11.jpeg,0.8588789219829944,1,1.0333333333333334,1.0,0,67,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/12.jpg,0.8302988901573992,1,0.6206896551724138,0.6666666666666666,0,49,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/13.jpg,0.0,0,0.0,0.0,0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/14.jpg,0.8068820048453076,1,0.29411764705882354,0.3333333333333333,0,90,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/15.jpeg,0.8779388603570555,1,0.4,0.5,0,75,1,1
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/16.jpg,0.0,0,0.0,0.0,0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/17.jpg,0.0,0,0.0,0.0,0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/18.jpg,0.0,0,0.0,0.0,0,0,0,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/19.jpg,0.4322410349123805,0,1.0,1.25,0,67,1,0
/home/rse/prog/Capstone/Dataset/Visual/VP001/test_a/20.jpeg,0.9276788889930607,1,0.6216216216216216,0.7142857142857143,0,53,1,1
